customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,support_tickets,payment_method,is_senior_citizen,churn
CUST-00699,7,23.67,161.1,Month-to-month,No,0,Bank transfer,0,0
CUST-00700,5,63.85,324.51,Month-to-month,DSL,6,Mailed check,0,1
CUST-00701,54,78.74,4022.71,Two year,Fiber optic,0,Credit card,1,0
CUST-00702,38,26.41,949.85,One year,No,1,Credit card,0,0
CUST-00703,55,98.24,5076.28,Two year,Fiber optic,5,Bank transfer,0,0
CUST-00704,18,29.59,499.46,Month-to-month,No,2,Credit card,0,0
CUST-00705,72,92.56,6808.87,Two year,Fiber optic,6,Mailed check,0,0
CUST-00706,23,40.24,899.23,Month-to-month,DSL,0,Credit card,1,0
CUST-00707,71,22.75,1681.64,Two year,DSL,1,Electronic check,0,0
CUST-00708,39,23.84,945.3,Month-to-month,No,0,Bank transfer,0,0
CUST-00709,6,59.27,354.42,Month-to-month,DSL,0,Mailed check,1,0
CUST-00710,15,115.75,1679.28,Month-to-month,Fiber optic,0,Mailed check,1,1
CUST-00711,37,24.62,919.86,Two year,DSL,2,Electronic check,1,0
CUST-00712,6,21.08,120.25,Month-to-month,No,0,Bank transfer,1,0
CUST-00713,33,19.76,625.13,Month-to-month,No,2,Bank transfer,0,0
CUST-00714,9,24.51,225.3,Month-to-month,No,2,Credit card,0,0
CUST-00715,54,15.0,832.01,One year,No,1,Bank transfer,0,0
CUST-00716,20,27.58,553.48,One year,No,2,Bank transfer,0,0
CUST-00717,29,73.46,1990.61,One year,DSL,2,Credit card,0,0
CUST-00718,58,47.77,2813.81,One year,DSL,4,Credit card,0,0
CUST-00719,28,27.59,798.73,One year,No,5,Bank transfer,0,0
CUST-00720,45,30.25,1376.45,Two year,No,1,Mailed check,1,0
CUST-00721,22,82.13,1795.55,Month-to-month,Fiber optic,4,Bank transfer,0,0
CUST-00722,56,23.82,1376.67,Two year,No,0,Credit card,0,0
CUST-00723,17,97.08,1695.14,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-00724,27,44.2,1188.36,One year,DSL,2,Bank transfer,0,0
CUST-00725,8,92.46,717.38,Month-to-month,Fiber optic,0,Bank transfer,1,1
CUST-00726,44,42.52,1884.36,One year,DSL,4,Mailed check,0,0
CUST-00727,27,20.36,533.95,One year,No,0,Electronic check,0,0
CUST-00728,62,60.74,3619.96,One year,DSL,1,Credit card,1,0
CUST-00729,1,55.2,52.8,Month-to-month,DSL,0,Electronic check,1,0
CUST-00730,24,20.58,501.72,Month-to-month,No,2,Bank transfer,0,0
CUST-00731,61,95.46,5384.36,Two year,Fiber optic,1,Credit card,0,0
CUST-00732,72,35.24,2485.29,Two year,No,1,Electronic check,0,0
CUST-00733,41,48.02,1854.39,One year,DSL,0,Bank transfer,0,0
CUST-00734,35,68.14,2217.93,One year,Fiber optic,1,Electronic check,0,0
CUST-00735,43,24.52,1021.21,One year,No,2,Electronic check,0,0
CUST-00736,12,108.22,1195.73,Month-to-month,Fiber optic,1,Credit card,0,0
CUST-00737,66,24.98,1687.61,One year,No,4,Bank transfer,1,0
CUST-00738,32,78.65,2398.94,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-00739,48,111.73,5132.65,One year,Fiber optic,2,Electronic check,1,1
CUST-00740,1,71.49,66.66,Month-to-month,Fiber optic,0,Bank transfer,1,1
CUST-00741,3,77.71,237.41,Month-to-month,Fiber optic,3,Credit card,0,1
CUST-00742,1,45.34,45.92,Month-to-month,DSL,0,Bank transfer,1,0
CUST-00743,1,100.05,98.26,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-00744,60,46.86,2774.33,Two year,Fiber optic,0,Bank transfer,0,0
CUST-00745,1,69.23,63.84,Month-to-month,Fiber optic,1,Bank transfer,0,0
CUST-00746,39,49.12,1875.74,Two year,DSL,4,Credit card,1,0
CUST-00747,71,75.09,5084.61,One year,DSL,1,Mailed check,0,1
CUST-00748,3,36.83,112.34,Month-to-month,DSL,3,Credit card,0,0
CUST-00749,32,22.25,729.52,Month-to-month,No,2,Bank transfer,0,0
CUST-00750,58,91.6,5336.53,Two year,Fiber optic,4,Mailed check,1,0
CUST-00751,36,74.88,2627.87,One year,Fiber optic,5,Mailed check,0,0
CUST-00752,32,74.62,2373.57,Month-to-month,Fiber optic,1,Electronic check,1,0
CUST-00753,26,35.04,908.73,Month-to-month,DSL,0,Credit card,1,0
CUST-00754,11,88.27,966.05,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-00755,2,66.92,130.93,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00756,17,68.86,1206.85,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-00757,23,15.0,350.35,Month-to-month,No,3,Credit card,1,0
CUST-00758,11,61.89,679.94,One year,DSL,2,Electronic check,0,1
CUST-00759,1,15.0,14.5,Month-to-month,No,1,Bank transfer,0,1
CUST-00760,72,94.74,6773.92,Two year,Fiber optic,2,Electronic check,0,0
CUST-00761,27,71.56,1991.91,Two year,Fiber optic,3,Electronic check,0,0
CUST-00762,3,25.79,79.04,Month-to-month,No,0,Credit card,1,0
CUST-00763,58,61.52,3377.98,Two year,DSL,0,Electronic check,0,0
CUST-00764,53,63.18,3134.19,One year,Fiber optic,4,Electronic check,0,0
CUST-00765,59,69.67,4051.56,Two year,Fiber optic,3,Electronic check,0,0
CUST-00766,20,53.88,1010.72,Month-to-month,Fiber optic,1,Mailed check,0,0
CUST-00767,32,29.84,967.57,Two year,No,1,Bank transfer,1,0
CUST-00768,14,86.53,1215.53,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00769,29,66.61,1996.52,Month-to-month,Fiber optic,1,Bank transfer,0,0
CUST-00770,43,19.89,847.38,Two year,No,2,Mailed check,0,0
CUST-00771,40,79.86,3162.03,One year,Fiber optic,0,Credit card,0,0
CUST-00772,27,64.3,1768.07,Month-to-month,Fiber optic,1,Mailed check,0,1
CUST-00773,17,56.35,1004.22,Month-to-month,Fiber optic,2,Bank transfer,0,1
CUST-00774,39,103.33,4007.37,One year,Fiber optic,1,Electronic check,0,1
CUST-00775,10,80.68,817.23,Month-to-month,DSL,0,Mailed check,0,0
CUST-00776,1,50.62,51.25,Month-to-month,DSL,2,Mailed check,0,0
CUST-00777,4,59.78,236.35,Month-to-month,DSL,0,Mailed check,0,1
CUST-00778,7,68.65,487.82,Month-to-month,Fiber optic,0,Credit card,1,1
CUST-00779,27,105.41,2937.79,Month-to-month,Fiber optic,3,Credit card,0,1
CUST-00780,42,36.49,1431.96,One year,No,4,Bank transfer,1,0
CUST-00781,25,84.14,2068.1,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00782,8,28.9,216.38,Month-to-month,No,0,Bank transfer,0,0
CUST-00783,72,66.6,4707.83,Two year,Fiber optic,1,Bank transfer,0,0
CUST-00784,1,102.22,95.23,Month-to-month,Fiber optic,4,Credit card,0,1
CUST-00785,56,92.61,5070.0,One year,Fiber optic,1,Credit card,0,0
CUST-00786,20,101.42,1916.87,Month-to-month,Fiber optic,3,Bank transfer,0,0
CUST-00787,33,54.95,1823.46,One year,DSL,0,Mailed check,0,0
CUST-00788,8,18.12,144.46,Month-to-month,No,1,Credit card,0,0
CUST-00789,62,44.88,2652.98,Two year,DSL,2,Mailed check,0,0
CUST-00790,18,76.59,1278.89,Month-to-month,DSL,1,Electronic check,0,0
CUST-00791,9,101.8,881.52,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-00792,30,85.27,2391.72,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-00793,1,55.35,51.06,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-00794,29,78.72,2288.94,One year,Fiber optic,2,Mailed check,0,0
CUST-00795,40,80.58,3347.27,Two year,Fiber optic,1,Mailed check,0,0
CUST-00796,55,70.73,3881.29,Two year,DSL,1,Mailed check,0,0
CUST-00797,11,84.64,946.02,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-00798,11,59.33,668.47,Month-to-month,DSL,4,Bank transfer,1,0
CUST-00799,48,71.49,3250.96,Two year,Fiber optic,3,Credit card,0,0
CUST-00800,12,29.93,356.38,Month-to-month,No,2,Credit card,0,0
CUST-00801,12,79.17,877.86,Month-to-month,Fiber optic,3,Electronic check,0,1
CUST-00802,1,32.77,34.34,Month-to-month,No,0,Bank transfer,0,1
CUST-00803,24,56.51,1410.19,Month-to-month,DSL,1,Electronic check,0,0
CUST-00804,19,89.83,1679.58,Month-to-month,Fiber optic,1,Mailed check,1,0
CUST-00805,33,72.41,2251.32,One year,DSL,3,Credit card,0,0
CUST-00806,57,79.32,4662.36,One year,DSL,5,Mailed check,0,0
CUST-00807,29,37.67,1040.95,One year,DSL,0,Electronic check,1,0
CUST-00808,30,18.17,530.32,One year,No,5,Electronic check,1,0
CUST-00809,16,99.34,1549.08,Month-to-month,Fiber optic,1,Electronic check,1,1
CUST-00810,15,89.2,1397.56,Month-to-month,Fiber optic,5,Electronic check,1,0
CUST-00811,26,64.79,1726.73,Month-to-month,DSL,0,Electronic check,0,1
CUST-00812,5,68.8,339.72,Month-to-month,DSL,0,Mailed check,1,1
CUST-00813,3,68.22,190.56,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-00814,56,56.63,3169.36,Two year,DSL,1,Mailed check,0,0
CUST-00815,11,59.56,666.79,Month-to-month,DSL,2,Electronic check,0,0
CUST-00816,31,72.99,2357.47,Month-to-month,Fiber optic,0,Credit card,1,0
CUST-00817,33,56.83,1869.9,Month-to-month,DSL,4,Mailed check,0,1
CUST-00818,1,72.37,74.08,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-00819,30,64.46,1816.15,Month-to-month,Fiber optic,1,Bank transfer,0,0
CUST-00820,25,50.85,1311.46,Month-to-month,Fiber optic,1,Mailed check,0,0
CUST-00821,5,73.69,372.25,Month-to-month,DSL,4,Mailed check,0,1
CUST-00822,33,29.61,999.21,One year,No,3,Bank transfer,0,0
CUST-00823,6,57.17,337.02,Month-to-month,DSL,2,Mailed check,0,0
CUST-00824,1,88.98,83.19,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00825,22,87.22,1808.77,Month-to-month,Fiber optic,4,Bank transfer,0,1
CUST-00826,21,54.49,1176.43,One year,DSL,2,Electronic check,0,1
CUST-00827,32,30.58,1003.25,One year,No,0,Bank transfer,1,0
CUST-00828,26,28.14,691.15,Two year,No,1,Electronic check,0,0
CUST-00829,36,59.61,2146.14,One year,DSL,2,Credit card,1,0
CUST-00830,28,78.47,2274.41,Month-to-month,DSL,0,Bank transfer,1,1
CUST-00831,1,109.08,111.01,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-00832,48,70.78,3302.73,One year,Fiber optic,2,Credit card,0,0
CUST-00833,26,58.25,1436.38,One year,DSL,0,Mailed check,1,0
CUST-00834,61,69.05,4067.6,Two year,DSL,3,Electronic check,0,0
CUST-00835,4,92.09,362.72,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-00836,17,36.13,571.31,Month-to-month,DSL,1,Electronic check,0,1
CUST-00837,17,64.45,1054.89,Month-to-month,DSL,0,Bank transfer,0,0
CUST-00838,35,85.44,3105.86,Month-to-month,Fiber optic,0,Mailed check,1,1
CUST-00839,23,15.0,317.93,Month-to-month,No,0,Credit card,1,0
CUST-00840,20,28.79,586.45,Two year,DSL,1,Mailed check,0,0
CUST-00841,1,103.58,100.92,Month-to-month,Fiber optic,0,Bank transfer,1,1
CUST-00842,23,39.56,935.77,Month-to-month,No,2,Bank transfer,1,0
CUST-00843,11,70.86,776.58,Month-to-month,Fiber optic,1,Credit card,0,1
CUST-00844,53,27.26,1429.59,Two year,No,3,Credit card,1,0
CUST-00845,12,95.39,1153.53,Month-to-month,Fiber optic,3,Credit card,0,1
CUST-00846,35,57.34,1864.61,Month-to-month,DSL,4,Credit card,0,1
CUST-00847,21,54.48,1114.78,Month-to-month,DSL,1,Credit card,0,0
CUST-00848,3,22.72,68.06,Month-to-month,No,0,Bank transfer,0,0
CUST-00849,43,85.47,3411.76,One year,Fiber optic,0,Credit card,0,0
CUST-00850,70,28.39,1995.29,Two year,No,2,Credit card,0,0
CUST-00851,25,15.0,365.23,Month-to-month,No,3,Bank transfer,0,0
CUST-00852,30,97.56,3023.88,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-00853,34,44.66,1494.38,One year,DSL,4,Electronic check,0,0
CUST-00854,14,60.21,780.4,Month-to-month,DSL,3,Bank transfer,0,1
CUST-00855,35,49.59,1686.3,One year,Fiber optic,2,Credit card,0,0
CUST-00856,15,107.87,1638.71,Month-to-month,Fiber optic,3,Credit card,0,1
CUST-00857,20,55.78,1069.01,Month-to-month,DSL,0,Mailed check,0,1
CUST-00858,32,97.47,3231.48,One year,Fiber optic,4,Mailed check,0,0
CUST-00859,13,59.6,713.29,Month-to-month,DSL,2,Electronic check,0,0
CUST-00860,1,57.53,59.06,Month-to-month,DSL,2,Electronic check,0,0
CUST-00861,18,20.76,351.9,Month-to-month,No,1,Electronic check,0,0
CUST-00862,39,42.47,1573.87,One year,DSL,3,Mailed check,1,0
CUST-00863,16,65.29,1050.42,Month-to-month,DSL,1,Bank transfer,0,1
CUST-00864,72,102.9,7770.12,Two year,Fiber optic,3,Credit card,1,0
CUST-00865,9,15.0,141.27,Month-to-month,No,1,Bank transfer,1,0
CUST-00866,43,87.88,3697.06,Two year,DSL,2,Credit card,0,0
CUST-00867,13,59.39,741.3,One year,Fiber optic,1,Electronic check,0,0
CUST-00868,1,66.67,63.4,Month-to-month,Fiber optic,4,Bank transfer,0,0
CUST-00869,44,113.85,4634.44,Two year,Fiber optic,2,Bank transfer,0,0
CUST-00870,22,56.37,1288.88,One year,DSL,2,Bank transfer,0,0
CUST-00871,45,95.75,4211.83,Two year,Fiber optic,6,Mailed check,0,0
CUST-00872,15,92.83,1380.41,Month-to-month,Fiber optic,2,Mailed check,1,0
CUST-00873,7,111.67,744.04,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-00874,23,41.1,913.86,Month-to-month,Fiber optic,2,Bank transfer,1,0
CUST-00875,24,56.03,1240.61,Month-to-month,Fiber optic,0,Credit card,0,0
CUST-00876,72,92.93,6421.72,Two year,Fiber optic,3,Mailed check,0,0
CUST-00877,28,87.0,2301.17,One year,Fiber optic,4,Bank transfer,0,0
CUST-00878,16,18.52,297.31,Month-to-month,No,3,Credit card,1,0
CUST-00879,7,51.05,349.03,Month-to-month,DSL,1,Electronic check,0,0
CUST-00880,41,61.01,2540.52,Month-to-month,Fiber optic,0,Bank transfer,0,0
CUST-00881,9,20.07,176.87,Month-to-month,No,1,Electronic check,0,0
CUST-00882,45,35.55,1551.7,Two year,No,3,Electronic check,0,0
CUST-00883,62,68.66,4299.23,Two year,DSL,0,Mailed check,1,0
CUST-00884,35,56.12,2014.97,One year,Fiber optic,0,Electronic check,0,0
CUST-00885,21,103.25,2022.1,Month-to-month,Fiber optic,2,Bank transfer,0,1
CUST-00886,2,81.6,154.0,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-00887,14,15.0,198.44,Month-to-month,No,6,Mailed check,0,0
CUST-00888,51,61.65,2918.88,Two year,DSL,2,Mailed check,0,0
CUST-00889,11,129.63,1435.19,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00890,32,68.91,2151.82,One year,Fiber optic,2,Bank transfer,1,0
CUST-00891,48,18.28,813.77,Two year,No,0,Mailed check,1,0
CUST-00892,23,100.86,2421.01,Month-to-month,Fiber optic,3,Mailed check,0,0
CUST-00893,14,83.8,1176.66,Month-to-month,Fiber optic,3,Credit card,0,0
CUST-00894,50,25.95,1318.39,Two year,No,4,Bank transfer,0,0
CUST-00895,31,15.0,472.19,Month-to-month,No,1,Credit card,1,1
CUST-00896,22,89.42,1981.99,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-00897,37,57.09,2010.17,Two year,DSL,4,Credit card,1,0
CUST-00898,40,40.58,1655.05,Month-to-month,No,0,Electronic check,0,0
CUST-00899,30,73.1,2157.81,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00900,23,15.89,371.2,One year,No,4,Electronic check,0,0
CUST-00901,37,93.8,3232.51,One year,Fiber optic,4,Credit card,0,0
CUST-00902,48,49.31,2404.28,One year,DSL,3,Bank transfer,0,0
CUST-00903,30,67.95,2055.44,One year,DSL,2,Credit card,1,0
CUST-00904,1,91.1,86.4,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-00905,1,97.6,91.36,Month-to-month,DSL,5,Electronic check,0,1
CUST-00906,54,88.83,4860.04,Two year,Fiber optic,0,Credit card,0,0
CUST-00907,59,25.82,1545.56,Two year,DSL,0,Electronic check,1,0
CUST-00908,36,35.01,1283.68,Month-to-month,DSL,0,Credit card,0,0
CUST-00909,9,52.98,458.72,Month-to-month,DSL,3,Mailed check,0,1
CUST-00910,27,38.92,1089.34,Two year,DSL,2,Mailed check,0,0
CUST-00911,59,49.53,2986.9,Two year,DSL,3,Electronic check,0,0
CUST-00912,25,64.32,1490.33,One year,DSL,1,Electronic check,0,0
CUST-00913,32,87.69,2669.46,One year,Fiber optic,0,Mailed check,0,0
CUST-00914,37,102.24,3615.59,One year,Fiber optic,0,Electronic check,0,0
CUST-00915,1,29.54,28.04,Month-to-month,DSL,0,Electronic check,0,0
CUST-00916,14,78.36,1051.83,One year,DSL,1,Mailed check,0,1
CUST-00917,11,67.85,765.96,Month-to-month,Fiber optic,2,Mailed check,0,1
CUST-00918,38,91.97,3268.58,Two year,Fiber optic,4,Electronic check,0,0
CUST-00919,41,60.5,2348.56,One year,DSL,3,Credit card,0,0
CUST-00920,28,16.93,494.37,Month-to-month,No,1,Bank transfer,0,1
CUST-00921,1,28.56,28.86,Month-to-month,No,0,Bank transfer,0,0
CUST-00922,10,58.94,553.1,Month-to-month,DSL,2,Electronic check,0,0
CUST-00923,11,78.88,845.87,Month-to-month,DSL,0,Mailed check,0,0
CUST-00924,12,94.31,1071.16,Month-to-month,Fiber optic,1,Bank transfer,0,0
CUST-00925,1,74.88,73.87,Month-to-month,Fiber optic,3,Mailed check,0,1
CUST-00926,58,91.16,5241.22,One year,Fiber optic,2,Mailed check,0,0
CUST-00927,51,110.61,5390.5,One year,Fiber optic,6,Bank transfer,0,0
CUST-00928,72,82.91,6129.35,Two year,Fiber optic,0,Electronic check,0,0
CUST-00929,1,61.03,57.5,Month-to-month,Fiber optic,3,Bank transfer,0,1
CUST-00930,31,25.77,788.3,One year,No,2,Credit card,0,0
CUST-00931,9,36.82,335.35,Month-to-month,Fiber optic,2,Bank transfer,0,0
CUST-00932,31,23.63,763.6,Month-to-month,No,4,Credit card,0,0
CUST-00933,44,62.2,2549.93,Two year,DSL,4,Electronic check,1,0
CUST-00934,24,24.48,614.01,Month-to-month,DSL,2,Bank transfer,0,0
CUST-00935,7,60.16,416.58,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-00936,56,54.98,3128.35,Two year,DSL,0,Credit card,0,0
CUST-00937,72,22.36,1665.71,Two year,No,0,Electronic check,0,0
CUST-00938,53,72.38,3585.72,Two year,Fiber optic,3,Electronic check,0,0
CUST-00939,5,86.49,397.98,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-00940,44,37.13,1515.23,Two year,No,0,Electronic check,1,1
CUST-00941,20,48.87,944.26,Month-to-month,DSL,3,Electronic check,0,1
CUST-00942,23,80.67,1767.31,Month-to-month,DSL,2,Electronic check,1,1
CUST-00943,10,130.0,1306.91,Month-to-month,Fiber optic,0,Mailed check,0,1
CUST-00944,17,24.07,398.85,Month-to-month,No,3,Mailed check,0,0
CUST-00945,21,84.03,1735.65,Month-to-month,Fiber optic,0,Credit card,1,1
CUST-00946,36,115.72,4043.23,One year,Fiber optic,0,Credit card,0,1
CUST-00947,33,56.95,1741.72,Month-to-month,DSL,3,Mailed check,0,0
CUST-00948,3,85.93,242.28,Month-to-month,Fiber optic,0,Bank transfer,0,1
CUST-00949,15,118.36,1679.16,Month-to-month,Fiber optic,1,Bank transfer,1,1
CUST-00950,1,57.83,60.65,Month-to-month,DSL,2,Mailed check,0,0
CUST-00951,4,100.0,404.41,Month-to-month,Fiber optic,3,Electronic check,1,1
CUST-00952,13,83.24,1044.93,Month-to-month,Fiber optic,3,Electronic check,0,1
CUST-00953,9,43.82,377.46,Month-to-month,DSL,1,Electronic check,0,1
CUST-00954,31,87.45,2688.53,Month-to-month,Fiber optic,2,Bank transfer,0,0
CUST-00955,1,72.0,68.47,Month-to-month,Fiber optic,1,Bank transfer,0,1
CUST-00956,30,121.63,3744.73,Month-to-month,Fiber optic,1,Electronic check,0,1
CUST-00957,1,59.1,58.47,Month-to-month,DSL,2,Bank transfer,0,1
CUST-00958,42,15.0,654.2,One year,No,3,Bank transfer,1,0
CUST-00959,10,45.7,437.65,Month-to-month,No,2,Electronic check,0,0
CUST-00960,13,39.64,485.18,Month-to-month,No,0,Credit card,0,0
CUST-00961,15,86.47,1289.72,Month-to-month,Fiber optic,1,Credit card,0,0
CUST-00962,14,90.24,1252.97,Month-to-month,Fiber optic,5,Bank transfer,0,1
CUST-00963,24,50.69,1140.26,Month-to-month,DSL,2,Electronic check,0,0
CUST-00964,51,43.25,2135.13,Two year,DSL,4,Electronic check,0,0
CUST-00965,26,74.72,1801.76,One year,Fiber optic,3,Mailed check,0,0
CUST-00966,31,80.8,2558.57,Two year,DSL,1,Electronic check,0,0
CUST-00967,24,67.98,1674.25,One year,Fiber optic,2,Bank transfer,1,0
CUST-00968,65,82.57,5041.18,Two year,Fiber optic,0,Mailed check,0,0
CUST-00969,1,86.73,87.09,Month-to-month,Fiber optic,3,Mailed check,0,1
CUST-00970,15,67.25,1012.65,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-00971,33,57.13,1937.05,One year,DSL,2,Electronic check,0,1
CUST-00972,1,33.45,30.81,Month-to-month,DSL,0,Mailed check,1,0
CUST-00973,1,26.26,25.68,Month-to-month,No,2,Electronic check,0,1
CUST-00974,24,106.7,2390.08,Month-to-month,Fiber optic,2,Electronic check,0,0
CUST-00975,8,58.74,472.36,Month-to-month,DSL,2,Mailed check,0,1
CUST-00976,72,30.7,2308.41,Two year,No,1,Electronic check,0,0
CUST-00977,37,39.62,1463.87,Month-to-month,DSL,3,Bank transfer,1,0
CUST-00978,51,47.95,2336.0,One year,DSL,5,Bank transfer,0,0
CUST-00979,36,23.34,857.98,Month-to-month,DSL,2,Electronic check,0,0
CUST-00980,42,15.0,591.45,One year,No,3,Electronic check,0,0
CUST-00981,1,97.75,95.19,Month-to-month,Fiber optic,2,Bank transfer,0,0
CUST-00982,23,38.04,865.92,One year,DSL,1,Credit card,0,0
CUST-00983,15,86.36,1359.14,Month-to-month,Fiber optic,4,Mailed check,0,0
CUST-00984,56,70.22,3688.97,Two year,DSL,0,Bank transfer,0,0
CUST-00985,57,79.61,4256.04,Two year,Fiber optic,5,Credit card,0,0
CUST-00986,10,33.3,327.0,Month-to-month,No,3,Bank transfer,0,0
CUST-00987,28,64.06,1839.93,Month-to-month,DSL,2,Mailed check,0,0
CUST-00988,43,81.65,3524.4,One year,Fiber optic,0,Bank transfer,0,1
CUST-00989,18,62.87,1099.44,Month-to-month,DSL,0,Electronic check,0,1
CUST-00990,51,47.23,2520.75,One year,DSL,2,Bank transfer,0,0
CUST-00991,68,60.16,4201.03,Two year,DSL,4,Mailed check,0,0
CUST-00992,33,101.56,3365.1,One year,Fiber optic,5,Credit card,0,1
CUST-00993,11,73.35,749.15,Month-to-month,DSL,0,Bank transfer,0,1
CUST-00994,22,105.13,2141.32,One year,Fiber optic,3,Electronic check,0,0
CUST-00995,26,55.75,1386.75,Month-to-month,DSL,0,Electronic check,1,0
CUST-00996,41,32.54,1314.51,One year,No,0,Electronic check,0,0
CUST-00997,20,73.06,1373.09,Month-to-month,Fiber optic,0,Credit card,0,1
CUST-00998,42,35.92,1489.21,One year,No,6,Mailed check,0,0
CUST-00999,43,29.87,1285.76,One year,No,2,Bank transfer,0,0
CUST-01000,34,15.0,475.66,One year,DSL,0,Electronic check,1,1
CUST-01001,27,57.56,1489.51,One year,DSL,4,Electronic check,0,0
CUST-01002,21,71.35,1549.24,Month-to-month,Fiber optic,2,Credit card,0,0
CUST-01003,22,43.24,981.16,Month-to-month,DSL,2,Credit card,0,0
CUST-01004,51,17.52,923.96,Two year,No,3,Bank transfer,0,0
CUST-01005,15,39.84,550.41,Month-to-month,No,2,Electronic check,0,1
CUST-01006,7,48.24,331.23,Month-to-month,DSL,0,Credit card,1,0
CUST-01007,72,38.18,2803.58,Two year,DSL,2,Mailed check,0,0
CUST-01008,66,63.32,4360.12,Two year,Fiber optic,2,Credit card,0,0
CUST-01009,22,55.35,1275.19,Month-to-month,Fiber optic,2,Credit card,0,1
CUST-01010,45,90.9,3978.66,One year,Fiber optic,2,Bank transfer,0,0
CUST-01011,34,40.05,1269.13,One year,No,3,Mailed check,0,0
CUST-01012,8,29.4,245.91,Month-to-month,DSL,1,Credit card,0,0
CUST-01013,62,77.59,4877.71,Two year,Fiber optic,1,Electronic check,0,0
CUST-01014,51,118.39,5946.89,Two year,Fiber optic,0,Bank transfer,0,0
CUST-01015,51,85.46,4481.48,One year,Fiber optic,3,Bank transfer,0,0
CUST-01016,24,46.34,1077.77,Month-to-month,DSL,1,Mailed check,0,0
CUST-01017,47,30.12,1358.88,Two year,No,2,Electronic check,0,0
CUST-01018,48,63.87,3125.42,Two year,Fiber optic,1,Bank transfer,0,0
CUST-01019,21,101.43,2038.55,Month-to-month,Fiber optic,0,Mailed check,0,0
CUST-01020,18,26.29,475.33,One year,No,1,Electronic check,1,0
CUST-01021,1,84.31,84.88,Month-to-month,Fiber optic,2,Electronic check,0,1
CUST-01022,28,39.25,1077.36,One year,DSL,4,Credit card,1,0
CUST-01023,28,94.08,2520.62,One year,Fiber optic,3,Credit card,0,0
CUST-01024,28,88.9,2298.56,One year,Fiber optic,1,Mailed check,0,0
CUST-01025,72,70.64,4839.09,Two year,Fiber optic,3,Bank transfer,0,0
CUST-01026,53,15.0,749.35,Two year,No,0,Credit card,0,0
CUST-01027,19,91.44,1728.68,Month-to-month,Fiber optic,0,Electronic check,0,0
CUST-01028,69,68.4,4727.89,Two year,DSL,3,Bank transfer,0,0
CUST-01029,34,89.64,3193.58,Month-to-month,Fiber optic,0,Electronic check,0,1
CUST-01030,17,55.78,969.3,One year,DSL,5,Mailed check,0,0
CUST-01031,24,39.92,894.31,One year,DSL,0,Mailed check,0,0
CUST-01032,19,34.9,627.98,Month-to-month,No,0,Electronic check,0,1
CUST-01033,54,97.66,5109.01,One year,Fiber optic,0,Credit card,1,0
CUST-01034,39,34.99,1276.23,Month-to-month,DSL,0,Mailed check,0,0
CUST-01035,13,15.0,184.29,Month-to-month,No,2,Electronic check,0,0
CUST-01036,15,29.29,408.97,Month-to-month,No,2,Electronic check,1,0
CUST-01037,6,70.47,405.17,Month-to-month,DSL,1,Mailed check,1,1
CUST-01038,1,68.53,71.62,Month-to-month,DSL,0,Mailed check,0,1
CUST-01039,51,79.04,4171.21,One year,Fiber optic,0,Mailed check,0,0
CUST-01040,46,61.83,2919.59,One year,Fiber optic,5,Credit card,0,0
CUST-01041,47,39.42,1859.9,Two year,No,3,Bank transfer,0,0
CUST-01042,12,74.7,868.03,Month-to-month,DSL,3,Mailed check,0,0
CUST-01043,18,73.92,1279.74,Month-to-month,DSL,2,Electronic check,0,1
CUST-01044,19,80.69,1544.26,Month-to-month,DSL,0,Bank transfer,0,0
CUST-01045,32,95.79,3139.93,One year,Fiber optic,0,Credit card,0,0
CUST-01046,15,55.27,764.65,Month-to-month,DSL,2,Bank transfer,0,0
CUST-01047,43,42.22,1881.65,One year,DSL,2,Credit card,0,0
